Politician,Quote,Image URL,char_count,word_count,word_length,adv_count,adj_count,noun_count,verb_count,det_count,sentiment,named_entities,named_entities_count
Andrea Stewart-Cousins,when the new york state senate voted to legalize abortion in          republican senators voted in favor of it,true,110,18,4.666666666666667,12.0,12.0,12.0,12.0,12.0,0.4019,"('the new york', 'ORG'), ('senate', 'ORG'), ('republican', 'NORP')",3
Lee Zeldin,new york leads the u s  in population loss,true,42,9,3.6666666666666665,8.0,8.0,8.0,8.0,8.0,-0.3182,"('new york', 'GPE')",1
Keith Pekau,we ve reduced crime to its lowest level in    years,true,51,10,3.9,6.0,6.0,6.0,6.0,6.0,-0.7269,,0
Kathy Hochul,since taking office  hochul has passed more than     new bills,true,62,10,4.8,8.0,8.0,8.0,8.0,8.0,0.0,,0
Melissa Agard,cannabis reform  is supported by the majority of the residents of our state  including a majority of republicans,true,112,18,5.166666666666667,13.0,13.0,13.0,13.0,13.0,0.3182,"('republicans', 'NORP')",1
Jennifer Konfrst,only    of k    students would benefit from iowa s school voucher bill,true,70,12,4.416666666666667,9.0,9.0,9.0,9.0,9.0,0.4588,,0
Tim Kaine,virginia women are paid    cents for every dollar paid to virginia men,true,70,12,4.666666666666667,10.0,10.0,10.0,10.0,10.0,0.0,"('virginia', 'GPE'), ('virginia', 'GPE')",2
Nikki Fried,florida is    th in the nation when it comes to  medicaid  funding  for people with disabilities,true,96,16,4.6875,10.0,10.0,10.0,10.0,10.0,0.0,"('florida', 'GPE'), ('medicaid', 'ORG')",2
Kathy Hochul,we are no    among all large states in having fully vaccinated teenagers  we are no    in all large states for having fully vaccinated five  to     year olds,true,157,27,4.407407407407407,19.0,19.0,19.0,19.0,19.0,-0.5267,"('five', 'CARDINAL'), ('year olds', 'DATE')",2
Glenn Grothman,the us has made strides in reducing carbon emissions that other parts of the world have not,true,91,17,4.411764705882353,13.0,13.0,13.0,13.0,13.0,0.0,"('us', 'GPE')",1
Kamala Harris,black women in the u s  are  three to four times more likely to die in connection with childbirth than other women,true,114,22,4.136363636363637,14.0,14.0,14.0,14.0,14.0,-0.6326,"('three to four', 'CARDINAL')",1
Byron Donalds,kamala harris  co sponsored  fully sponsored  the green new deal,true,64,10,5.2,9.0,9.0,9.0,9.0,9.0,0.0,"('kamala harris  ', 'PERSON')",1
David Crowley,under  the biden  administration we have witnessed the fastest growth of black owned small businesses in more than    years,true,123,19,5.2631578947368425,14.0,14.0,14.0,14.0,14.0,0.3818,"('more than    years', 'DATE')",1
Tony Evers,wisconsin had a  record breaking year  for tourism in,true,53,9,4.777777777777778,7.0,7.0,7.0,7.0,7.0,0.0,"('wisconsin', 'ORG')",1
Social Media,under federal law  former president donald trump s  felony convictions mean he can no longer possess guns,true,105,17,5.117647058823529,13.0,13.0,13.0,13.0,13.0,-0.6908,"('donald trump', 'PERSON')",1
Joe Biden,violent crime is near a record    year low,true,42,8,4.0,7.0,7.0,7.0,7.0,7.0,-0.8591,,0
Tyler August,nearly     of all uw graduates stay in wisconsin   years after they graduate,true,76,12,4.916666666666667,8.0,8.0,8.0,8.0,8.0,0.0,"('wisconsin', 'GPE'), ('years', 'DATE')",2
Mark Pocan,we passed    bills last year  which is the fewest since the depression,true,70,12,4.583333333333333,9.0,9.0,9.0,9.0,9.0,-0.5719,"('last year', 'DATE')",1
Lisa Subeck,the united states is an outlier  one of only about half a dozen countries  without any guarantee of paid leave for new parents and or other health care needs,true,157,29,4.379310344827586,20.0,20.0,20.0,20.0,20.0,0.6199,"('the united states', 'GPE'), ('one', 'CARDINAL'), ('only about half a dozen', 'CARDINAL')",3
Brian Schimming,we ve had    elections in    years in wisconsin that have been decided by less than        votes,true,96,16,4.25,10.0,10.0,10.0,10.0,10.0,0.0,"('wisconsin', 'GPE')",1
Tammy Baldwin,we re facing situations these days where you have to have two officers in the evidence room in case there s an accidental  fentanyl  exposure,true,141,25,4.6,17.0,17.0,17.0,17.0,17.0,-0.0772,"('these days', 'DATE'), ('two', 'CARDINAL')",2
Sarah Godlewski,when it comes to how many votes  president  joe biden won  it was literally less than a few votes per ward,true,106,21,3.9523809523809526,14.0,14.0,14.0,14.0,14.0,0.5719,"('joe biden', 'PERSON')",1
António Guterres,gaza has  the highest number of people facing catastrophic hunger ever recorded by the integrated food security classification system   anywhere  anytime,true,153,21,6.142857142857143,19.0,19.0,19.0,19.0,19.0,-0.3612,"('gaza', 'GPE')",1
Patrick Burke,the great lakes account for  over     of the world s freshwater and over     of north america s freshwater,true,106,18,4.444444444444445,12.0,12.0,12.0,12.0,12.0,0.6249,"('north america', 'LOC')",1
Tony Evers,we re having the largest classes of correctional officers we ve ever had before,true,79,14,4.714285714285714,10.0,10.0,10.0,10.0,10.0,0.0,,0
Elise Stefanik,we ve seen an      increase in the swanton sector  which is the part of the northern border that i represent  in illegal crossings,true,130,23,4.391304347826087,17.0,17.0,17.0,17.0,17.0,-0.3182,,0
Kirsten Gillibrand,marijuana is currently classified in the same category of drugs as heroin and a more dangerous category than fentanyl or cocaine,true,128,21,5.142857142857143,15.0,15.0,15.0,15.0,15.0,-0.7645,"('marijuana', 'PERSON')",1
Chris Larson,says expanding medicaid in wisconsin would save the state      million  which could pay for       k    teachers  or     educators per district,true,142,20,5.15,12.0,12.0,12.0,12.0,12.0,0.4215,"('expanding medicaid', 'PERSON'), ('wisconsin', 'GPE')",2
Joe Biden,under joe biden  there are  record numbers of new black entrepreneurs,true,69,11,5.181818181818182,8.0,8.0,8.0,8.0,8.0,0.0,"('joe biden  ', 'PERSON')",1
Kelda Helen Roys,minnesota incarcerates  about a third of what wisconsin does,true,60,9,5.666666666666667,6.0,6.0,6.0,6.0,6.0,0.0,"('minnesota', 'GPE'), ('about a third', 'CARDINAL'), ('wisconsin', 'GPE')",3
Kamala Harris,postpartum medicaid coverage expanded from three states to    states because of the biden administration,true,104,14,6.285714285714286,9.0,9.0,9.0,9.0,9.0,0.0,"('postpartum medicaid', 'ORG'), ('three', 'CARDINAL')",2
Tammy Baldwin,wisconsin had over       opioid overdose deaths in,true,50,7,5.428571428571429,5.0,5.0,5.0,5.0,5.0,0.0,"('wisconsin', 'ORG')",1
Scott Walker,the  top issue for college students is the economy,true,50,9,4.555555555555555,8.0,8.0,8.0,8.0,8.0,0.2023,,0
Tony Evers,in april last year  our state unemployment rate hit a record low of       last year  wisconsin had an all time lowest number of unemployed workers ever in modern history,true,169,29,4.586206896551724,24.0,24.0,24.0,24.0,24.0,-0.743,"('april last year', 'DATE'), ('last year', 'DATE'), ('wisconsin', 'GPE')",3
Kamala Harris,today in america    in   women of reproductive age live in a state with an abortion ban,true,87,16,4.1875,11.0,11.0,11.0,11.0,11.0,-0.5574,"('today', 'DATE')",1
Ron DeSantis,donald trump  deported less  believe it or not  than barack obama even did,true,74,13,4.538461538461538,10.0,10.0,10.0,10.0,10.0,0.0,"('donald trump', 'PERSON')",1
Nikki Haley,we ve had more americans die of fentanyl than the iraq  afghanistan  and vietnam wars  combined,true,95,16,4.8125,12.0,12.0,12.0,12.0,12.0,-0.8307,"('americans', 'NORP'), ('iraq', 'GPE'), ('afghanistan', 'GPE'), ('vietnam', 'EVENT')",4
Jill Billings,with school based professional social workers  the recommendation is     to    and in wisconsin  we re almost triple that,true,121,18,5.277777777777778,12.0,12.0,12.0,12.0,12.0,0.0,"('wisconsin', 'GPE')",1
Marianne Williamson,we sell arms to     of the world s autocrats  we are the world s largest arms exporters,true,87,17,3.8823529411764706,12.0,12.0,12.0,12.0,12.0,0.0,,0
Ted Cruz,we produce a lot more wind energy in texas than california does,true,63,12,4.333333333333333,9.0,9.0,9.0,9.0,9.0,0.3353,"('texas', 'GPE'), ('california', 'GPE')",2
Bloggers,whole of italy goes into quarantine,true,35,6,5.0,4.0,4.0,4.0,4.0,4.0,0.0,"('italy', 'GPE')",1
Roger Roth,the average  wisconsin  resident s tax burden is at its lowest level in nearly    years while incomes continue to grow,true,118,20,4.7,15.0,15.0,15.0,15.0,15.0,-0.6705,"('nearly    years', 'DATE')",1
Joe Biden,you ve raised a lot more money than i have  bernie,true,50,11,3.5454545454545454,9.0,9.0,9.0,9.0,9.0,0.0,"('bernie', 'PERSON')",1
Michael Bloomberg,during his tenure as mayor of new york city   street homelessness decreased by    percent,true,89,14,5.071428571428571,9.0,9.0,9.0,9.0,9.0,0.0,"('new york city', 'GPE')",1
Jane O’Meara Sanders,berniesanders receives strong support from the conservative   most rural part of vermont,true,88,12,6.25,10.0,10.0,10.0,10.0,10.0,0.7184,"('vermont', 'GPE')",1
Amy Klobuchar,the majority of hunters now want universal background checks  the majority of trump voters,true,90,14,5.428571428571429,11.0,11.0,11.0,11.0,11.0,0.0772,,0
Joe Biden,from the moment we passed that signature legislation  mike  bloomberg  called it a disgrace,true,91,14,5.357142857142857,10.0,10.0,10.0,10.0,10.0,-0.4939,"('mike', 'PERSON'), ('bloomberg  called', 'PERSON')",2
Tom Barrett,says since he took office  the city of milwaukee has seen the creation of       new affordable housing units,true,108,18,4.666666666666667,14.0,14.0,14.0,14.0,14.0,0.2732,"('milwaukee', 'GPE')",1
Denver Riggleman,over     of the people now in the house and state senate have not been born in virginia,true,87,17,3.9411764705882355,12.0,12.0,12.0,12.0,12.0,0.0,"('senate', 'ORG'), ('virginia', 'GPE')",2
Cory Booker,national polls have  never predicted who will be president from our party  carter was in the single digits a few months before caucuses  bill clinton was  obama      points behind in the national polls roughly,true,209,34,4.911764705882353,26.0,26.0,26.0,26.0,26.0,0.4019,"('a few months', 'DATE'), ('bill clinton', 'PERSON')",2
Jake Tapper,traditionally  the speaker says   members of congress  i have the high privilege and distinct honor of presenting to you the president of the united states    tonight  speaker pelosi said   members of congress  the president of the united states,true,245,38,5.184210526315789,30.0,30.0,30.0,30.0,30.0,0.8834,"('congress', 'ORG'), ('the united states', 'GPE'), ('tonight', 'TIME'), ('congress', 'ORG'), ('the united states', 'GPE')",5
James White,says      of u s  children are texans,true,37,7,3.5714285714285716,6.0,6.0,6.0,6.0,6.0,0.0,"('texans', 'NORP')",1
Elizabeth Warren,the president of the united states already has the legal authority to reduce the price of many commonly used prescription drugs,true,127,21,5.095238095238095,18.0,18.0,18.0,18.0,18.0,0.5574,"('the united states', 'GPE')",1
Pete Buttigieg,more than     of republicans think we ought to at least be doing universal background checks,true,92,15,4.933333333333334,9.0,9.0,9.0,9.0,9.0,0.0,"('republicans', 'NORP')",1
Charles Schumer,the american people are overwhelmingly with us  in calling witnesses in senate trial,true,84,13,5.461538461538462,9.0,9.0,9.0,9.0,9.0,-0.128,"('american', 'NORP'), ('senate', 'ORG')",2
Michael Bloomberg,mayor bloomberg helped lower the number of uninsured by    percent  covering         more new yorkers,true,101,14,5.428571428571429,12.0,12.0,12.0,12.0,12.0,-0.2263,"('bloomberg', 'PERSON')",1
Facebook posts,twitter is banned in iran,true,25,5,4.2,4.0,4.0,4.0,4.0,4.0,-0.4588,"('iran', 'GPE')",1
Tammy Baldwin,witnesses have been part of  every other impeachment trial the senate has ever had,true,82,14,4.857142857142857,13.0,13.0,13.0,13.0,13.0,0.0,"('senate', 'ORG')",1
Andrew Cuomo,we have the lowest corporate tax rate since,true,43,8,4.5,6.0,6.0,6.0,6.0,6.0,-0.3818,,0
Facebook posts,florida is  the   th in state education funding,true,47,8,4.625,7.0,7.0,7.0,7.0,7.0,0.0,"('florida', 'GPE')",1
Facebook posts,in       in response to iran s attack on the u s s  samuel roberts  president ronald reagan  destroyed half of iran s navy,true,122,23,3.9565217391304346,18.0,18.0,18.0,18.0,18.0,-0.743,"('iran', 'GPE'), ('the u s s  samuel', 'PRODUCT'), ('ronald reagan', 'PERSON'), ('half', 'CARDINAL')",4
Bernie Sanders,we end the      billion a year that the health care industry makes,true,66,12,4.166666666666667,9.0,9.0,9.0,9.0,9.0,0.4939,"('the      billion', 'LAW')",1
Elizabeth Warren,look at the men on this stage  collectively  they have lost    elections  the only people on this stage who have won every single election that they ve been in are the women  amy and me,true,185,35,4.114285714285714,25.0,25.0,25.0,25.0,25.0,0.34,,0
Viral image,a man at  the storming of the u s  embassy  in iraq visited the white house in,true,78,17,3.4705882352941178,13.0,13.0,13.0,13.0,13.0,0.0,"('iraq', 'GPE'), ('the white house', 'ORG')",2
Ron Johnson,the united states is the only nation  that grants legal permanent residency to more than a million people per year,true,114,20,4.7,15.0,15.0,15.0,15.0,15.0,0.6369,"('the united states', 'GPE'), ('more than a million', 'CARDINAL')",2
Elizabeth Warren,last year     million americans didn t have a prescription filled because they couldn t afford it,true,97,16,4.875,12.0,12.0,12.0,12.0,12.0,0.0,"('last year', 'DATE'), ('million', 'CARDINAL'), ('americans', 'NORP')",3
Andrew Yang,if you re a black woman  you re      more likely to die from complications in childbirth,true,88,16,4.1875,10.0,10.0,10.0,10.0,10.0,-0.6326,,0
Amy Klobuchar,says pete buttigieg ran statewide in indiana and  lost by    points,true,67,11,4.818181818181818,8.0,8.0,8.0,8.0,8.0,-0.3182,"('pete buttigieg', 'PERSON'), ('indiana', 'GPE')",2
Bernie Sanders,real wages  went up last year,true,29,6,3.8333333333333335,5.0,5.0,5.0,5.0,5.0,0.0,"('last year', 'DATE')",1
Joe Biden,california firefighters decided  to speak out  against president trump because his tweet about the state s wildfires  contained so much misinformation,true,150,21,6.0476190476190474,15.0,15.0,15.0,15.0,15.0,-0.3774,"('california', 'GPE')",1
Jim Justice,says a new annual report shows that  west virginia s tourism industry has grown for the second consecutive year  reversing years of decline and outpacing national growth by    percent,true,183,29,5.172413793103448,24.0,24.0,24.0,24.0,24.0,0.3818,"('annual', 'DATE'), ('west virginia', 'GPE'), ('the second consecutive year  reversing years', 'DATE')",3
Rob Hutton,a  study showed as many as one in four people have had a package stolen from their residence,true,92,18,4.111111111111111,12.0,12.0,12.0,12.0,12.0,-0.4939,"('as many as one', 'CARDINAL'), ('four', 'CARDINAL')",2
Mark Walker,says the cartels are so bad in a mexican border state that the u s  government issued a  do not travel  warning    the same warning it issued for syria,true,151,29,4.0344827586206895,25.0,25.0,25.0,25.0,25.0,-0.3441,"('mexican', 'NORP'), ('syria', 'GPE')",2
Ron Kind,i am the only member of congress that voted for both inquiries    the clinton inquiry and now the trump inquiry,true,111,20,4.45,16.0,16.0,16.0,16.0,16.0,0.0,"('congress', 'ORG'), ('clinton', 'PERSON')",2
Elizabeth Warren,if we make no changes over the next    years  americans will reach into their pockets and pay out about     trillion on insurance premiums  copays  deductibles and uncovered medical expenses,true,190,29,5.241379310344827,17.0,17.0,17.0,17.0,17.0,-0.3612,"('the next    years', 'DATE'), ('americans', 'NORP')",2
