Politician,Quote,Image URL
Nancy McFarlane,we are spending more on affordable housing than we re spending on dix park right now,true
New Leadership PAC,says county parties representing more than half the state s republican voters approved resolutions  demanding changes  in texas house leadership,true
Delaine Eastin,ninety percent of people born in the     s ended up doing better financially than their parents  but those born in the     s  the much maligned millennials  have only a       chance of doing better  financially  than their parents  despite being the best educated generation in our history,true
Mark Pocan,what republicans call the  death tax  is the estate tax  on the ultra wealthy  which  in       was paid by only  two out of every       people,true
Roy Blunt,our tax code has nearly doubled since,true
Joyce Mauk,one in    babies born in this country is born in texas,true
Bruce Rauner,i personally am pro choice  i always have been  and i made no qualms about that when i was elected governor,true
Chris Abele,percent of americans  support universal background checks  for gun purchases,true
Eric Schneiderman,some states hit hardest by opioid deaths  have more opioid prescriptions than residents,true
Rick Baker,while mayor rick kriseman said he would dip into reserves this year because of hurricane irma  he  went into the emergency reserves before irma ever hit,true
Gwen Graham,florida s coastal and stormwater infrastructure are  two of the most critical areas during a storm  and received d plus and d ratings  respectively  by the american society of civil engineers in,true
Kevin Nicholson,ronald reagan was a verified democrat until his mid   s,true
Nancy Pelosi,seventy six percent of the american people support us passing the dream act   with citizenship and legalization as part of it all    more than    percent of republicans support that,true
Roy Blunt,nearly     of rural missourians don t have access to broadband  that needs to change,true
Eric Schneiderman,no court has held  deferred action for childhood arrivals  unconstitutional,true
Louise Slaughter,rescinding the deferred action for childhood arrivals program  will harm our economy,true
Adam Schiff,i think what the authors of the    th  amendment principally had in mind was some kind of physical incapacitation or serious mental illness or a breakdown  an inability to function in office,true
